FirstName,LastName,Date Of Birth,Height (cm), Age
SAEPKDRS,SRSYWQIQ,12/21/1959,170.7723603,64
OTETKOQK,YTLJTJSY,12/22/1959,149.1456617,64
ALVJTHOD,XWQJJOEV,12/23/1959,155.9503469,64
VOGEMPVJ,QWSUCOHG,12/24/1959,114.797881,64
WYOGKBOL,CQNHKSQX,12/25/1959,148.7904849,64
FRKMFEIM,RBKRUWHN,12/26/1959,151.5383951,64
KEBXQHUR,CXOFRVGT,12/27/1959,191.4755594,64
BWGATNMF,GXURKOWR,12/28/1959,135.1577449,64
NBFJSOGE,JKNTTCVH,12/29/1959,165.9115498,64
MUOVFWLU,VMMPRUSI,12/30/1959,156.0945524,64
PAUQOQYW,TWODUTCP,12/31/1959,123.1322736,64
OGNCLUHG,VBBGQIVM,1/1/1960,121.9022212,63
SDSYLDML,GVTTFVHP,1/2/1960,171.7504894,63
LOXGPOOS,ANOMHRUX,1/3/1960,184.2527363,63
ETFUPXRE,OOBXQRTS,1/4/1960,180.148405,63
PACVJJET,BCFSXMDF,1/5/1960,193.4945829,63
LMCMQAWE,GGXEENFI,1/6/1960,127.9955778,63
FPBIBIMY,YNDGPQBO,1/7/1960,124.9121866,63
BGUMRVTK,MHAXWLFF,1/8/1960,188.3752512,63
NGELFUNB,WRICBLGL,1/9/1960,181.9509792,63
GQVVONXR,GUWOUQVJ,1/10/1960,181.9392118,63
CPFNGJJH,BWYNXRGQ,1/11/1960,148.8433058,63
CCPWDBOF,HDMLKEUT,1/12/1960,111.0266443,63
HECVCKSX,GBFILAJC,1/13/1960,164.1904311,63
MSOEQKDT,WXMIULTB,1/14/1960,181.9398919,63
MMXMIPMG,KJFVWLQR,1/15/1960,162.1785251,63
MGUKJBKL,SYAGKAKQ,1/16/1960,181.3108611,63
KWCMQAFA,WNSELHQW,1/17/1960,156.2475066,63
ETRNMRGD,RNENCPRW,1/18/1960,139.6742801,63
EMOPIXXP,CKBKSFKV,1/19/1960,111.6849848,63
VXQVDYXW,KKCVKOJX,1/20/1960,122.5292143,63
FFTHXWKM,XDIRRRSW,1/21/1960,133.9830415,63
BNVEMIOR,FIJWUKME,1/22/1960,121.3552613,63
CMFBPKTX,EDVLDTMP,1/23/1960,191.9006359,63
RHMBTUCU,VTKOPWQE,1/24/1960,156.6573175,63
TIEIFAVY,UGFMHUFF,1/25/1960,173.467832,63
NKJCORLM,IMXVBMEW,1/26/1960,175.9306765,63
WPBUSXLL,TAHDLIBY,1/27/1960,191.8018195,63
AFKTRYTW,VNBGNVNN,1/28/1960,105.1150492,63
XHUEBEIL,FJEYPCQH,1/29/1960,141.3745335,63
BKRHQDPR,OIXKOHNX,1/30/1960,164.2806836,63
NQBXDTMM,NTIGEPRK,1/31/1960,148.314269,63
HGTGMOEP,JHFARCNC,2/1/1960,140.033354,63
RFXBJBDB,ICLNIVWL,2/2/1960,143.0421169,63
UTSIEAJM,JXBTLDWK,2/3/1960,163.1211177,63
QGCOPUPK,PCYMDQSY,2/4/1960,141.1102724,63
HHJRKRNF,SAUMDTRT,2/5/1960,178.7504132,63
FEUWWCPI,BIVDEIQO,2/6/1960,151.8213733,63
RUFDYJVR,PYBIPRWK,2/7/1960,126.2308322,63
FXYALESI,ETSKHJVV,2/8/1960,101.7393899,63
JIFWHLCG,AWDYFHCW,2/9/1960,189.3338358,63
SUGSKBGA,PXBXSPVF,2/10/1960,190.8482162,63
FHGFGAVE,KQNGFKVN,2/11/1960,147.10909,63
PUWMCHYJ,ULKHGVWX,2/12/1960,145.2293381,63
YYRUKNHM,PTOGTPNG,2/13/1960,109.6573453,63
LJOSEPRY,KWEYBAKC,2/14/1960,192.3662095,63
OFLWJPOB,NDKRPCHW,2/15/1960,161.7091608,63
NHXONSDV,MWQNFYKS,2/16/1960,130.621868,63
JVAKEONU,DMILKDTX,2/17/1960,197.9473496,63
YHVQYPIY,WOMDKTRO,2/18/1960,148.5871391,63
BVMLXMDD,IGUOAUGT,2/19/1960,120.677431,63
LGLALMJG,NAAUENPX,2/20/1960,172.2651707,63
DSIMPBVQ,SSSGFBSO,2/21/1960,159.5745731,63
HLHCMGVV,BMQDPTEW,2/22/1960,157.0210028,63
JCVOQYJO,UIXLQTHQ,2/23/1960,156.6208988,63
WJTKQIDR,NDYWFTEI,2/24/1960,103.5754381,63
GFTKMYIF,PXYYCSRB,2/25/1960,192.2852244,63
PFSAJMJK,YKGNXGXV,2/26/1960,126.6757141,63
QJAONSWU,LMFMCHJX,2/27/1960,111.4869238,63
HENWKRIG,FTGBNRSL,2/28/1960,197.9045729,63
KWIORDSJ,NVMLVFWJ,2/29/1960,168.3702598,63
HMECMQTV,YADGKEFY,3/1/1960,165.3549774,63
KTMMGEDY,XDFBWJIH,3/2/1960,131.6229624,63
WRYPOJJA,WDSJTMXP,3/3/1960,155.7449081,63
MQKMEFTW,CJHXJYCS,3/4/1960,148.7766183,63
WPOMLWXF,AWFEHBFS,3/5/1960,141.8171757,63
LLMARKXE,VVNRIJER,3/6/1960,117.2777271,63
FNPJDRFK,LKQHXDVN,3/7/1960,101.5076677,63
LJLBNOHV,QWJWRYGO,3/8/1960,193.9685148,63
AGJXDXUE,USPQTRSW,3/9/1960,126.6281383,63
GHFDBMBT,HLNWCQTG,3/10/1960,125.245559,63
FRIMDRND,DKPONGLB,3/11/1960,114.7459274,63
KHHUMCAV,QETKDCDQ,3/12/1960,112.723958,63
GIUISGYF,WRIPWAVC,3/13/1960,168.644497,63
FIUYIPBE,LSGOBROI,3/14/1960,168.4390264,63
JQEYIMDR,UEFDTQQV,3/15/1960,128.2341282,63
UONSAXLW,SCILGXKP,3/16/1960,177.9188651,63
QDNMFKSK,TFTKLRWS,3/17/1960,116.2173263,63
BCSLIFFG,IIMGVVOT,3/18/1960,169.0386935,63
MWFXUYTU,HNCTLVYI,3/19/1960,166.4694797,63
COIYYQLP,XFJJMVSE,3/20/1960,180.0987655,63
WFEGQCTO,WKRRNOJJ,3/21/1960,121.5592976,63
TRAUJPPW,WJHSDESD,3/22/1960,125.9743942,63
XVCTWRDJ,FWLFXGMV,3/23/1960,132.2834408,63
IFDKEMXK,LCTTDOKQ,3/24/1960,196.0028967,63
MQNYLLVV,DXTUFTXW,3/25/1960,196.6650057,63
EHQYIRLQ,BSUJPXXT,3/26/1960,190.5365892,63
IFHIPFXD,IMAJLVLT,3/27/1960,138.4479827,63
FABEDIVW,INTJDPDL,3/28/1960,104.6193226,63
NXNGUELU,HOCEHBMA,3/29/1960,116.7981767,63
EMJFOVNE,SMLXNFHT,3/30/1960,163.1393653,63
ATXCYMUC,FJCKSTBO,3/31/1960,139.1055269,63
QDFSWXAK,UIGJWSPH,4/1/1960,159.8693914,63
IUHJIWLX,PKEGFBCT,4/2/1960,154.5256349,63
HUMDINUN,STWKVUYQ,4/3/1960,161.8910794,63
AJADLBJI,PIOFLGBN,4/4/1960,128.4112501,63
HHQFPSJP,DIUREBEN,4/5/1960,168.7483455,63
VATLJTHR,FUROGMHG,4/6/1960,181.5873099,63
CFTQWWJV,YVQALESW,4/7/1960,106.7281986,63
ENMBJBSL,XWUQVTKH,4/8/1960,116.6425678,63
SGBFTNFC,MCYUPYBG,4/9/1960,198.0322683,63
QQDNMBHL,DOALINQE,4/10/1960,106.970422,63
PKHLXIKE,NEPQIMJC,4/11/1960,198.3771388,63
VYELERMW,YLUJHTGC,4/12/1960,137.2556912,63
OMLHSSBX,BLJEYROC,4/13/1960,135.871904,63
DAOPRUXL,LIQDYXHF,4/14/1960,154.5608628,63
OOPPJKUD,SFKPSWNO,4/15/1960,103.2024333,63
JOUPSPJI,MXBUAYSU,4/16/1960,112.2318966,63
TVNMEFSI,GEJTVRFU,4/17/1960,161.8818782,63
CMDPKREK,OXLQUKJK,4/18/1960,118.7216001,63
URYSABMI,GYDEFXCS,4/19/1960,178.443294,63
CTIHWFHA,GSVSLKIM,4/20/1960,114.4181792,63
ANPBVMLM,JYNJWAWF,4/21/1960,124.7090292,63
BODODKUY,UVYJWJSU,4/22/1960,138.3468519,63
OAETBPXP,HHLTGFHN,4/23/1960,102.9766295,63
XCFYLCMK,JUCRKEXU,4/24/1960,190.5548981,63
BJXLNKKQ,NDHJXRXV,4/25/1960,105.8309476,63
QVOQXIHW,VDMPBDVO,4/26/1960,143.4834497,63
FFDEJVPT,JGGXJAHI,4/27/1960,150.5505373,63
TNLPDFGI,EBEWKOQV,4/28/1960,196.4337845,63
PDICVMEI,LQRIYCRI,4/29/1960,144.6796784,63
YMMACIGS,LKVCEVVH,4/30/1960,110.1678142,63
YTIBTTKS,NNBCMMJU,5/1/1960,168.2035013,63
QULCXGHM,PGMDLTMV,5/2/1960,172.9018227,63
GKNIHFBU,EYYMAEFP,5/3/1960,153.5733842,63
AWOMSWPR,ORFGIOPF,5/4/1960,181.4562235,63
QCHTHWRF,NYUHPYKA,5/5/1960,171.0923377,63
THYTXPGS,UBITLXSD,5/6/1960,123.0564726,63
IKKJJAIS,KTSAJSEH,5/7/1960,144.5377835,63
POCVMXKC,OKQTJIKH,5/8/1960,155.8935384,63
TYENKXGO,QUWSGTJY,5/9/1960,154.3879153,63
ADLISIUS,SIIXROMQ,5/10/1960,105.3598261,63
UDRFCQRD,ALQJFSAN,5/11/1960,151.0566702,63
KGQQBMMG,JLUIOKBL,5/12/1960,167.8607206,63
LFOHXEDS,KLXHMHWT,5/13/1960,138.7269521,63
TTGNVPAQ,HBDXXYXS,5/14/1960,105.989642,63
SOFEPXYM,NPJBMHPL,5/15/1960,191.7572693,63
XNUNVGAY,UNYSUKQB,5/16/1960,121.1128552,63
LEIQUBHA,CGBQMKEQ,5/17/1960,197.481319,63
EMCCWLSM,XDCLQSTD,5/18/1960,144.9207668,63
VIRMQWIH,KRGTLEOK,5/19/1960,153.8027388,63
NHVEQOGY,KQOQXHFB,5/20/1960,120.2126993,63
EKYWWEKS,RYANEJHK,5/21/1960,149.78116,63
HPKSUPHI,EHDTUVQR,5/22/1960,122.2540045,63
NGTKXTOB,STMARXNF,5/23/1960,142.144334,63
PBJSBWYX,ORDPXDKX,5/24/1960,156.8212745,63
FNWTAOCP,QBXFCTHI,5/25/1960,151.2154244,63
FPGBGLCU,XELVEGMI,5/26/1960,146.8297476,63
TBBCUOKI,GFBICSYM,5/27/1960,198.1053078,63
LKEBRRJB,YWPMNITB,5/28/1960,118.9886451,63
PJRERPLO,DDBGLFQE,5/29/1960,152.2644989,63
SRSWGHDW,UWEOOSRE,5/30/1960,128.1489454,63
AJJWOSWY,ARSINCFH,5/31/1960,179.659828,63
BHGWGPOE,AMAVBWWY,6/1/1960,148.4795678,63
IFRJDEAV,AQKBMPXU,6/2/1960,149.6253915,63
HOCNMVTL,WHKPRRGN,6/3/1960,137.6351154,63
ATPAOMXG,ENUVVLLW,6/4/1960,189.1610351,63
LLAGOMFH,SYLFBBPB,6/5/1960,158.2934484,63
JECCEMKF,RKCEESYR,6/6/1960,128.8185127,63
QGIOBKVN,HOHCQFJJ,6/7/1960,161.0022188,63
MLYHSAPL,AJVUJAOC,6/8/1960,155.9358314,63
NLPFHSXY,QRTDIBLU,6/9/1960,167.8242119,63
FVLAPRDG,LNQWWCCC,6/10/1960,144.2901135,63
GCBKRYVN,XHXEVPTW,6/11/1960,179.9315141,63
EAKWRDJS,TFRJOEXW,6/12/1960,171.6908146,63
OVMXPDUT,YHLRELJT,6/13/1960,105.8568924,63
SNWWPHPI,WVXYGEIQ,6/14/1960,195.5626718,63
WKFLCSWS,KJDVDJOG,6/15/1960,122.744014,63
AKJCNMLJ,DQXUEKGU,6/16/1960,150.7626178,63
BDGXCVKS,XSKSSGMQ,6/17/1960,181.4553068,63
VFMUFNKE,RLDDPKHP,6/18/1960,112.1147258,63
ALYXBAEQ,EETTEMYD,6/19/1960,127.8341076,63
GTBDFPHI,OEUEPFKY,6/20/1960,185.8648701,63
GREYMHOE,GCKEMYIX,6/21/1960,149.2116882,63
WPNDPHVD,YAWDCKQF,6/22/1960,113.4614726,63
BTPDHTEP,KLPMNDVX,6/23/1960,161.062621,63
ATJXWCAO,YGTRNCMT,6/24/1960,127.2378048,63
AHUCNSIU,CREWFMCJ,6/25/1960,109.5033752,63
VIGTFVSD,PUBHCSSY,6/26/1960,158.5848862,63
XVOMXUFL,NRKHBSJM,6/27/1960,143.7605258,63
EOFFIIYC,BDHXMPEW,6/28/1960,133.3054701,63
FTKEOWWY,CKUEVLWF,6/29/1960,112.5460196,63
WMDQOYNQ,VLFXOLNJ,6/30/1960,152.6094333,63
OQUQGMSK,QWFDEDJW,7/1/1960,119.2904444,63
BKQVKSQN,LFEWBFXP,7/2/1960,167.5401248,63
UNKPWBHC,TYSBWRFO,7/3/1960,182.1988071,63
MNJNFOHA,TBFRDFHB,7/4/1960,117.6628281,63
SLTVSIBM,TUWUUKOL,7/5/1960,181.3589745,63
EOVEYIYT,ASFJQVHQ,7/6/1960,159.2544246,63
SABMGTJD,TOMUVQCF,7/7/1960,140.7484553,63
MVVYHJIX,RPXYLFWS,7/8/1960,159.1174113,63
OKDJTEPM,HPPVVYRD,7/9/1960,128.5776279,63
XOBYLJOJ,CJBGMKIR,7/10/1960,127.8654383,63
ELLDHFSS,CRYUBFWO,7/11/1960,134.7516567,63
MKCBNEYL,UOYVVQRH,7/12/1960,188.1613657,63
ELEVQOND,CIOGBTYB,7/13/1960,177.7685391,63
FNQPVHIY,STSHLBQQ,7/14/1960,182.4452788,63
HWFWNHRW,DKGMYAYF,7/15/1960,133.3376556,63
KJUXWDCE,LCCMOBSW,7/16/1960,180.4047851,63
IOXBQQJK,ANGNWHEW,7/17/1960,152.1848116,63
BSUJJFGU,PRKUQEQU,7/18/1960,147.7167109,63
DOWLEBGN,REXMQQWW,7/19/1960,109.7492818,63
QWJKWFWI,ABEMLVMB,7/20/1960,116.4696531,63
WRVQJISU,IFLONHYC,7/21/1960,108.5088584,63
NLUGBPDN,JSFADHBF,7/22/1960,124.1031664,63
RRENYRGH,JIFGWRID,7/23/1960,102.9211802,63
XIHMMNVT,UEJMSECK,7/24/1960,112.8212151,63
GQNALMUI,WYDOUSPC,7/25/1960,198.1942256,63
ULPVUNRS,VJDWUDDK,7/26/1960,126.7640847,63
XNIILUYN,XDCNGDNT,7/27/1960,114.1060733,63
UGDXJCRM,MUPFFQEQ,7/28/1960,103.0443814,63
CVOWXUVP,DEOOPGGG,7/29/1960,159.9674631,63
DYLPNUCW,XEIDYOFH,7/30/1960,162.4864585,63
NLWGRXIN,HVTMOKTP,7/31/1960,104.9371985,63
EXXQDUAW,MHOMUVUC,8/1/1960,129.0701584,63
DLCJHBJR,ISHSYHGL,8/2/1960,185.7791108,63
VCBYHHOA,BMIYGBYT,8/3/1960,143.8402089,63
KUPPLGYE,EXUICTXS,8/4/1960,156.3014782,63
CXXRRNYA,UOIBYWHJ,8/5/1960,172.4697779,63
THGQIDWF,LYVTSFNT,8/6/1960,125.5131733,63
WAFEBTQI,IFXCHJAX,8/7/1960,197.8445128,63
MUFSJKJB,CDTFSRQW,8/8/1960,160.1034456,63
YXSIBRSH,HCEWCCGV,8/9/1960,137.597792,63
WDAKQTXC,DQWISKLU,8/10/1960,158.8806864,63
RQHHIOMG,UGFLPSLX,8/11/1960,150.6692092,63
CNELFUYB,NRABVUAD,8/12/1960,167.9829891,63
AJRQVKAW,KXTNPRHL,8/13/1960,133.4973873,63
VELGHFYK,KSNUEUTM,8/14/1960,186.1377549,63
CBQTHISO,UAKGVCIY,8/15/1960,110.3454246,63
LFDULAQF,SYJFYYSR,8/16/1960,193.0436073,63
YFRQCOAI,ACCTMLEE,8/17/1960,105.593492,63
OVMBRVPF,NJGCQWGY,8/18/1960,174.0876478,63
PHAFDEYH,YAUYCXCB,8/19/1960,171.5513947,63
WECOQDPS,VEEMCFSI,8/20/1960,175.9123467,63
NDULPUPS,HRNTOOBN,8/21/1960,169.8349045,63
RWRIMPTR,IVCMLKTM,8/22/1960,100.9913254,63
QJPFNHKJ,DEWHMIIT,8/23/1960,135.8099776,63
XBQQOYYB,WTKRSOVI,8/24/1960,119.3960528,63
JSGIKWSC,GNNYVDIA,8/25/1960,192.6974241,63
MNWGLOBH,GGRFRTSC,8/26/1960,187.2581274,63
RNRFHPUB,IFNFPBMC,8/27/1960,106.7753231,63
IJMJOQUJ,SRMOGHUD,8/28/1960,156.6438487,63
IRLXSHDA,KDHMOMQB,8/29/1960,126.4952247,63
FLVNNMHD,BFSJJMBG,8/30/1960,150.6056552,63
COSYGKTE,DXHVKINE,8/31/1960,142.945652,63
MXPYHTPA,AGICVSXH,9/1/1960,111.5584314,63
LUDGKHLF,HKUKNBHK,9/2/1960,181.9917689,63
SATADAHE,KWGUIODP,9/3/1960,134.0076284,63
EKSFBDCE,TAGNFXCA,9/4/1960,115.7496669,63
NBWLLCOO,WGMUJCJQ,9/5/1960,103.0108228,63
BTRSGTAG,NHAPRJIS,9/6/1960,118.6360023,63
RTUHSADY,GPMFNXUF,9/7/1960,167.3967328,63
RIHFTKRK,JLVHOSCG,9/8/1960,139.4748566,63
ATYBDBMT,ARFFVVVP,9/9/1960,138.950044,63
VBWBVJPJ,TNHIWBFY,9/10/1960,117.7793332,63
CUIAAOHN,HVBUBNJE,9/11/1960,167.658876,63
WAQPLJFL,TADOBUMF,9/12/1960,183.833148,63
MUVHWKBI,RAQEKLXW,9/13/1960,132.5496659,63
MKQDIJUE,DNEIAIVQ,9/14/1960,167.9373159,63
YYBIRJLY,PLLVUTXW,9/15/1960,106.5863735,63
HATKVNIW,HTXHIPKQ,9/16/1960,112.775031,63
PQGTUDPL,YBVIKYLG,9/17/1960,177.0754083,63
DYYJSRAV,SRYLVVVS,9/18/1960,136.3306973,63
DDDVGEIR,BJDRLOFS,9/19/1960,178.043199,63
RBCMIWXP,FFPDWFPU,9/20/1960,186.6667867,63
TBGJOCCT,IDUNXPHH,9/21/1960,188.0970649,63
GKODYGCO,IUJUNTMI,9/22/1960,100.4661294,63
KCMYIFTR,XEIFARWB,9/23/1960,198.610511,63
KUHBIGKG,CUARUGVY,9/24/1960,196.0023999,63
IWCIKERL,WTDKSPTI,9/25/1960,113.2957929,63
YUFBLEWD,YUEQBGME,9/26/1960,102.9012918,63
YTHDCKVN,VWCGOYUM,9/27/1960,140.0256424,63
FKYDHEDQ,GNUSLYVR,9/28/1960,106.4632839,63
BJCDULBL,XEVPTJPL,9/29/1960,154.3153778,63
YQOTMINB,OFOBGOGQ,9/30/1960,197.416566,63
CBGSDSLP,RAQYKUGC,10/1/1960,161.8406602,63
RWXICDNV,DOETRVVJ,10/2/1960,198.7840111,63
TEVCDVOM,HYHKGJJJ,10/3/1960,145.8654269,63
SBKMTLRD,AVJKMOHA,10/4/1960,149.7232325,63
BOJRMKCQ,HLBQGKAA,10/5/1960,196.3085991,63
LBGCNWGS,BQSTTLGO,10/6/1960,130.4629001,63
AJNOWENU,CSXIQYVH,10/7/1960,199.6494331,63
AYFPTOAE,SFSYDNHL,10/8/1960,109.8879389,63
HJGAEBTQ,IMSEAAUI,10/9/1960,161.5984118,63
VYDHSRKD,OOJKHSGD,10/10/1960,172.8050302,63
KJEAYHRX,IWEHAUQO,10/11/1960,126.7501137,63
UCUYYAJD,WGXJWVEB,10/12/1960,128.0855692,63
CRAWYUIG,VSYVEWBJ,10/13/1960,181.9678403,63
YEJDJFTS,GWXGWSTA,10/14/1960,113.3461069,63
JUJNAPPL,HSIHBWNR,10/15/1960,100.5306715,63
GGQVVJLL,UJHQAOFO,10/16/1960,144.4467492,63
VWLAOFSH,URSATRDK,10/17/1960,183.9204793,63
ELHVMGFQ,FKMMUDWG,10/18/1960,178.9761832,63
IPFWSEHW,HWWRYWFI,10/19/1960,126.5496317,63
JATBDTDJ,VAODVOKR,10/20/1960,173.1908285,63
UDLNGEKG,RIDHYSLN,10/21/1960,195.9756414,63
TXICOWMO,MYDWQGCC,10/22/1960,125.4102285,63
GPJUIWRD,NHHQNLFI,10/23/1960,128.8169857,63
ACRAWKMP,PVMTSLDV,10/24/1960,175.2619662,63
DFNXLSUJ,JRHYPJTM,10/25/1960,148.7268123,63
TOHUUTRX,AJAJUEBK,10/26/1960,109.0330877,63
BAMBWAMN,LKMGXANN,10/27/1960,192.8714812,63
CIEMBMQY,ORPDONDX,10/28/1960,198.8075231,63
RWDGGPOJ,NUOKSRIO,10/29/1960,189.0968675,63
GEQGKIMU,ILIJTCNP,10/30/1960,197.0156464,63
CUUQXFXD,VQQHFRCH,10/31/1960,193.7324698,63
ADRTVURE,UGUWTLSV,11/1/1960,123.2462458,63
WJTNHJHT,OSMPSKYA,11/2/1960,185.6419024,63
YVWDOSQO,EWWYXXBA,11/3/1960,194.6157113,63
VEYESRQI,PFTXXCSM,11/4/1960,110.4882135,63
QHVIDXMN,LYCFRSOM,11/5/1960,167.8111287,63
UPTBNPJI,APCHIENP,11/6/1960,140.3706032,63
BACOQHMO,KDIMDVPM,11/7/1960,177.4216122,63
QVHCNOBN,CNVRQQBT,11/8/1960,138.9998009,63
XTHVMFJI,WCNQHTCE,11/9/1960,184.758843,63
NAAMSLDG,MLWCWORX,11/10/1960,156.8063157,63
VOBLJAIV,NQFXXPAE,11/11/1960,158.2520605,63
XHLISHSH,BMGNYLNY,11/12/1960,149.4562122,63
ETYRRRBN,PTIJXUKV,11/13/1960,111.8641985,63
EGPLJFQF,TLJMJBTF,11/14/1960,121.1420458,63
BTAGCNRY,WBLQGHLX,11/15/1960,147.4251351,63
POXQHLXJ,BHOGJAKF,11/16/1960,174.5597142,63
XJQHJWVY,PIMKRHTS,11/17/1960,124.3568351,63
PWMJGAMN,VBTKUPRP,11/18/1960,105.3754137,63
BPKADFME,HLUXOORB,11/19/1960,152.2083014,63
DUFBWLCA,SAXOPTWN,11/20/1960,105.6146956,63
TDVSXXDV,GEJFJWHV,11/21/1960,198.0658835,63
MIKRWIDY,XWGOVFRP,11/22/1960,166.6237994,63
IAHAJEIW,OTMWHOCH,11/23/1960,180.0101503,63
RICQGITH,ANPLIEAE,11/24/1960,134.5482972,63
KXQWKNOU,UVCRWYLU,11/25/1960,199.4734382,63
KGUMVPYL,KNMTOEER,11/26/1960,121.1121986,63
YBHNISQH,ANQUVLUK,11/27/1960,100.5767161,63
RJVWYNHV,BBQWWNSY,11/28/1960,169.182291,63
RCDGHIEQ,DEOIBNEJ,11/29/1960,136.042761,63
UAIYPOYO,LEQRKJQS,11/30/1960,154.8918906,63
VGBDWWKD,NPGUUYFW,12/1/1960,176.8083935,63
XVWTWDRT,AKPLSNJB,12/2/1960,174.331226,63
OEPMSQHY,HRKQKLBP,12/3/1960,123.8514241,63
HDODKTST,NVSKTBYW,12/4/1960,131.2659894,63
JQWKGBWD,QABTLHJP,12/5/1960,117.2072716,63
KSRTKWTI,CHCPYYDF,12/6/1960,103.3155325,63
LEVIHYDR,VGUIKVVW,12/7/1960,192.3427677,63
ULLNWOTK,PWFVURFQ,12/8/1960,161.6467423,63
LDJUYIUI,VULGBHOI,12/9/1960,105.4243409,63
SKSKGJGI,QRSACOHG,12/10/1960,182.2920219,63
RQXYVFDG,MIRBIAYG,12/11/1960,144.5829514,63
TLQERWHO,IVOTYOEP,12/12/1960,175.7574704,63
LGTNAQQS,COKHRLBT,12/13/1960,180.0834807,63
HGVKPRJI,KBGGHJNJ,12/14/1960,194.6236066,63
HHIFOWRE,NQBXVWAB,12/15/1960,170.4322226,63
IHETAGKE,NFMVQSTB,12/16/1960,163.7702937,63
WEIFSTXB,IYEGHPXD,12/17/1960,101.8537921,63
LBLFYNBJ,ADUORWWL,12/18/1960,108.4993627,63
GBIQEVXH,YOPFBIOI,12/19/1960,113.2905049,63
JUHKHUIF,NXVFBBYJ,12/20/1960,174.52943,63
QAJWPQCD,TUHGRQKW,12/21/1960,124.9191775,63
AOKKQHFT,YGIJBBGB,12/22/1960,118.0911074,63
PQKGLAMJ,CVLFHOBU,12/23/1960,196.6187353,63
SSGUCTHA,PPLBKMUO,12/24/1960,142.0411413,63
CETTANWB,GMFFBJIG,12/25/1960,129.5788193,63
YPUBBCPL,FWPULYXH,12/26/1960,162.9729054,63
GGKCDWVH,YVTCHHGR,12/27/1960,111.1341899,63
YEUTLGHJ,GKHSYNSH,12/28/1960,105.4885031,63
GCGAMAKT,PIGBFYUA,12/29/1960,196.5276322,63
IEVEXAFQ,VKNKLVCH,12/30/1960,197.2152394,63
AQADSUQR,AHPBIBDQ,12/31/1960,121.4848295,63
EEYJUKHG,ETVYGWLW,1/1/1961,130.5392907,62
GLJXORHH,QPUXOQFY,1/2/1961,177.9372552,62
OTFHLFUT,XPNDVXKG,1/3/1961,172.86966,62
CAQCVOEG,YVYPQWUE,1/4/1961,183.4954027,62
YTMMUXNM,OPDHKGEG,1/5/1961,154.356989,62
QSEKRBWK,IXWKLQSK,1/6/1961,138.3056336,62
KJSBVKQY,KBXWQBFG,1/7/1961,167.071027,62
JDKNHNEH,GGPHTBQP,1/8/1961,195.9630291,62
CPALNWWF,YDJIIASY,1/9/1961,126.3172408,62
RHPAXVPH,NPTOBEPW,1/10/1961,125.1797814,62
AFWLOBAN,HFUMEITT,1/11/1961,195.3775299,62
EQGOPQTW,UWHJMKLY,1/12/1961,148.447115,62
CCESGKMG,KCBCVSSY,1/13/1961,140.5716519,62
OFYLHFPG,APBFJNYU,1/14/1961,177.9537159,62
AOEMNPDS,JXDYLCUL,1/15/1961,181.0440726,62
OWQRFWTU,UIWGAWOD,1/16/1961,119.6248455,62
LHHSYCCS,IUJKDJUR,1/17/1961,166.6012796,62
GRDBTNVL,MGYNFOVK,1/18/1961,125.8402838,62
APAESTRK,CQNBQLAQ,1/19/1961,175.1564534,62
JHWITDSP,XAJKXTPH,1/20/1961,160.3220978,62
MACXFFPU,VOFSQCFE,1/21/1961,189.9289753,62
BCGMGBVP,ACEYODNT,1/22/1961,103.497346,62
ANRGLREM,MNWXWOHG,1/23/1961,195.3562905,62
FGADUIWC,OMYMWLAC,1/24/1961,116.2666733,62
HHYIDNQD,BASGJNYR,1/25/1961,191.8603158,62
GSHREHTM,TMGRBULT,1/26/1961,165.1329496,62
BBOBRQKJ,RRUTNSPP,1/27/1961,186.7509218,62
SCCAQDHW,YBXJWDHC,1/28/1961,189.0152352,62
KUVPSFRA,OVHLBWXT,1/29/1961,109.1051895,62
GADWKNKH,NVBQFBID,1/30/1961,162.9739273,62
QPUMQEKT,UAXNEIVA,1/31/1961,199.1799349,62
QGFXKADF,XTXNPYHK,2/1/1961,127.5427343,62
MGRGWFNA,HGYYDUSI,2/2/1961,180.5701655,62
FUMHDYSG,PLJXHSIK,2/3/1961,125.4066578,62
LOSHGXMJ,WVBWRTLS,2/4/1961,174.7172492,62
OYJBOMOE,EGJXCQCN,2/5/1961,138.8858338,62
RMJSIVTI,OSVABCMU,2/6/1961,115.7252811,62
ERAGDIQE,MIQXPMVU,2/7/1961,132.083978,62
ITGPORMQ,QBIOGTTR,2/8/1961,147.8337578,62
KLTUDEAM,CPVMUJTI,2/9/1961,101.6974619,62
VTVGPFUN,XVNVPEXX,2/10/1961,124.2018878,62
QHPYGMSF,GKCCSFMQ,2/11/1961,110.6307999,62
BGBBDGDQ,YAHCHOQU,2/12/1961,159.1025376,62
JGQSOOTU,OBJNJFAO,2/13/1961,183.0614538,62
NEUCWSPU,XLMJJMGH,2/14/1961,182.6766776,62
WQQWYGTT,VIFHCATW,2/15/1961,104.5990547,62
SKPKLMGD,FCVQNHDN,2/16/1961,180.2137484,62
QPCBTHTM,KLVEUIGR,2/17/1961,182.0487016,62
VKPIFFYB,XWADHQNH,2/18/1961,176.4832639,62
UXGTGQBD,ECSAHIIT,2/19/1961,109.1698563,62
UXANCWQB,BCADJFEB,2/20/1961,181.8726446,62
